ID;product_id;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached.on.Time_Y.N
1928;9a320442a7006c2f2e1942f842f3595e;F;Flight;5;2;151;3;medium;M;20;1395;1
1929;6a1abdfebf4bef17d19c781c60dcee41;A;Flight;5;5;177;2;high;F;31;2000;1
1930;64fed611d6b9d1ab1bc21a69d14f9c37;B;Flight;2;5;193;5;medium;F;13;2882;1
1931;ad4941365a53d21f8b7745fe4a7577d7;C;Flight;4;4;212;4;medium;M;16;2494;1
1932;46e18af52a9787c0964402256da40638;F;Flight;4;1;210;2;medium;F;7;3405;1
1933;f1b17deb4d488a36744ee40fd2af12d2;D;Flight;4;2;164;2;medium;F;43;1976;1
1934;f9e8cac3c42fbeea2742bcf9c691a05d;F;Flight;4;2;219;3;low;M;2;3402;1
1935;fef218427b631f2933898a132ec37708;A;Flight;4;4;216;4;medium;M;27;3740;1
1936;d0b71bad79563d27bf66a3474f98420d;B;Ship;5;2;174;2;medium;M;54;1091;1
1937;df066fc8a0312ce3ab6a5fbb4b045c7d;C;Ship;3;5;199;2;low;M;46;2728;1
1938;f0670fcd77b03cf25861097b1047743a;F;Ship;3;4;181;3;low;M;45;2486;1
1939;470e493d0ce54ac8016c4eb2bb721512;D;Ship;3;2;220;3;low;M;22;2818;1
1940;8942a7f86b511c789af8f44f99e01ad8;F;Ship;3;1;215;2;low;F;47;3678;1
1941;835fc144e2ed6b0d3b97d099f30fd25e;A;Ship;4;5;248;4;high;F;56;2840;1
1942;82c06c609a511a88997f11733ab85a68;B;Ship;3;2;183;4;low;M;49;2414;1
1943;9072b64e338793f133d2dd908cba87ec;C;Ship;4;2;194;4;medium;F;26;3818;1
1944;e2edbca1d9509fd5cf3f80ea886b5209;F;Ship;4;4;224;2;high;F;31;2084;1
1945;f0d0ac71e5de41040ee44082f4b68256;D;Ship;4;4;184;3;low;F;52;3128;1
1946;cde02efb5ef6d865d5cf0c2f2e6b3e44;F;Ship;4;1;160;2;low;M;28;1276;1
1947;d9afaacf7c91e8f9c1b87a01df3feecb;A;Ship;5;1;182;3;low;M;8;3580;1
1948;c76d996d351ec62e9873a220b79eb430;B;Ship;3;2;116;2;low;F;22;1430;1
1949;07a1bf1121f10ed9e2c283f5321f33fb;C;Ship;4;4;170;4;low;M;39;1868;1
1950;3ad7e332dc303ff1cafe2ce8c2a592c2;F;Ship;5;1;201;2;medium;F;54;2158;1
1951;e3988c079db1fa081d24e9258fb9de66;D;Ship;4;3;148;2;low;M;29;1809;1
1952;1703812453b0bdbf7b78e4b208fbd787;F;Ship;5;1;165;3;low;F;27;1905;1
1953;b3ef19254dc84518be38a2c973830d29;A;Ship;3;5;135;3;low;M;20;1772;1
1954;5952d531555fb032835aa7e821865314;B;Ship;4;4;263;2;medium;F;41;3955;1
1955;737e8c84e2130438456761af6a6e80d9;C;Ship;5;4;228;3;medium;M;20;3382;1
1956;e5d6b931eebf9c12315b8d7cf0d2cb87;F;Ship;6;5;275;5;medium;M;51;3569;1
1957;cd140d3efcefb15e008d9c597a089114;D;Ship;4;1;224;3;low;M;27;3400;1
1958;74ff9f96cbdcec025fd3bb10545b7502;F;Ship;3;1;202;3;low;F;1;3738;1
1959;218de61f0e0a3e6d044ac1c9f4124615;A;Ship;4;2;163;3;low;F;11;1926;1
1960;6ee7db463195dfbaacc5978383ad34f3;B;Ship;4;5;268;3;low;F;64;2386;1
1961;c1131c0e691eb6bced30c8bb4d83d6bd;C;Ship;3;3;207;3;low;F;62;3277;1
1962;74b8397207f4b02d6ec19a991420e135;F;Ship;2;3;117;2;medium;M;36;1210;1
1963;3a4b7edfaa89709be2471822b09162ff;D;Ship;2;1;165;4;low;F;57;1881;1
1964;1ea87ce9343a909f1534750a04034b49;F;Ship;3;3;181;2;high;M;65;3234;1
1965;9f14997e028e255059ef5c68094ea325;A;Ship;6;5;212;4;medium;F;13;3676;1
1966;6a88a206121b91473be18149c0f50e08;B;Ship;3;4;226;3;medium;F;26;2299;1
1967;66fdb1cb810f2f3dc58a9eabb05f5036;C;Ship;4;1;195;3;low;M;43;2849;1
1968;ba2ad04cb9da10400e76245ab01e605d;F;Ship;4;5;263;2;medium;M;13;2779;1
1969;709d60ed9291dd94119e2a867b795995;D;Ship;4;4;136;2;medium;F;16;1131;1
1970;4c63c213190352c4ca32ee3f19a9f80b;F;Ship;3;5;163;2;low;F;49;1034;1
1971;2d6eee13f207663f74376d856ceb35a6;A;Ship;5;2;144;3;low;M;49;1202;1
1972;4cefd112230c8bb73287595979fbdd48;B;Ship;4;4;240;3;low;F;62;3478;1
1973;b3809f4884d982a9df0822c52355a0ee;C;Ship;4;5;243;2;low;M;19;2829;1
1974;d10c202ce302a3678cec1f0b817482b2;F;Ship;5;1;201;3;medium;M;19;2696;1
1975;1d8afc2fb1d7d4372d01b816c0a60ea2;D;Ship;5;3;242;3;low;M;58;3411;1
1976;2d608d0e0bda9fd938ec3159a77e1c32;F;Ship;3;1;187;2;high;M;56;3774;1
1977;d7c3e8d7509627d971d5901f0b5b6130;A;Ship;4;3;162;3;low;M;53;1194;1
1978;5088c8a7b198a04a6a517b2d5c69ca1f;B;Ship;3;3;147;3;low;M;16;1563;1
1979;f5cb8229fc572167e5f4d1df0db81af5;C;Ship;3;4;268;2;high;F;39;2822;1
1980;a3b569e394762e25527a340a7bd4619e;F;Ship;4;3;237;3;low;M;57;3952;1
1981;9de1e1c39ad1da482f4a084c745b207c;D;Ship;3;2;157;2;low;M;29;1115;1
1982;ef09942ff34bdf03a1b15dcf6e230600;F;Ship;4;2;176;3;medium;F;12;1750;1
1983;b7eee504481d4d0d9f9e5d6c8ddd8faa;A;Ship;4;5;134;4;low;M;36;1191;1
1984;8e6cdecd94e708f269dd1315d31e5c61;B;Ship;3;4;234;2;medium;M;52;3543;1
1985;c0a6deaedd09a177ce927f3ae378a3da;C;Ship;3;3;154;2;low;F;57;1096;1
1986;fa339ab517cdb62dbbaf46f432561f8f;F;Ship;2;1;209;5;low;F;64;2016;1
1987;b879585abf9d0876160b2ff904be2aeb;D;Ship;5;4;138;2;medium;M;38;1803;1
1988;4fe472b07c529a505a16b66b08e2cea6;F;Ship;2;3;151;3;medium;M;22;1024;1
1989;6f6f2911beb786430d6f9c241f0f73c5;A;Ship;4;4;252;6;medium;M;44;2676;1
1990;726b71c74b94546d37df64c380bcb069;B;Ship;3;1;155;2;medium;F;6;1490;1
1991;27d41eb7a239297c190a14f57cca0d7c;C;Ship;3;3;139;4;high;M;17;1137;1
1992;526d24965590354c7e46c89ceca79099;F;Ship;4;5;258;3;medium;F;37;2289;1
1993;44b79cb74d6050ffc7a6cd0aee246eca;D;Ship;4;2;172;3;low;M;1;1182;1
1994;595e8a1e991dfc8f856fbfe557afc6d5;F;Ship;4;3;239;3;low;F;28;2741;1
1995;119c4c466205fbce367022a5429bae26;A;Ship;3;1;165;3;low;F;1;1417;1
1996;c2fa9db33a874ef19be724756d8a8caa;B;Ship;4;5;177;2;low;M;47;1536;1
1997;b0531158809f0c72b3f7649cdb505d5a;C;Ship;5;1;187;2;low;F;17;3513;1
1998;fd3286819992c48eb04241e52462e213;F;Ship;6;2;172;2;low;M;41;1006;1
1999;63364f20856c8a990860acdf5d449781;D;Ship;4;4;168;3;low;F;35;1434;1
2000;63f33269bd408e3cfa627e90785a6560;F;Ship;3;4;249;3;low;M;31;3489;1
2001;75cee6637016dcdc96260946913551b1;A;Ship;4;3;135;3;medium;F;11;1322;1
2002;e388ebdd006274eb1a39d80617a63e52;B;Ship;4;3;134;3;medium;M;13;1985;1
2003;60c49227ea66f51f989db1c79c1d294b;C;Ship;3;1;269;2;low;F;35;3524;1
2004;d0e44bf02246dce9a377a33002bdce4c;F;Ship;6;5;210;5;high;M;37;3236;1
2005;cd7caf32594ddff9365256fd5dcd9bf5;D;Ship;5;4;285;6;high;M;63;3151;1
2006;9f8cfb8b3fcbccce348a6bf522ebfcfd;F;Ship;4;2;244;2;medium;M;15;2857;1
2007;acada1e4ba3d5ff9c93ae0b3c9595ffc;A;Ship;3;2;209;2;low;F;24;2748;1
2008;d7f7b160838a273a7d59e828371e3ecb;B;Ship;4;3;154;3;medium;M;52;1432;1
2009;c9247507e1290dedd8ff5ccb1c03adac;C;Ship;3;2;134;3;medium;F;54;1932;1
2010;6f44f2bd7f08188a820d0a1640c909db;F;Ship;3;5;168;4;medium;M;23;1347;1
2011;0da64a71438c280853042c9a0248c882;D;Ship;4;5;264;3;medium;M;57;3753;1
2012;543b6d55f9cfecffe69b61cf2453c949;F;Ship;4;2;276;6;high;F;36;2843;1
2013;3fcfc3f35c96cbbbb6a2b2725c4821cb;A;Ship;3;4;195;3;medium;M;23;3499;1
2014;a874f5fdf1a74276c35c68540d8ea3d9;B;Ship;5;3;174;5;medium;M;47;1909;1
2015;a0639143a4a2d0415d8119355a82d6e4;C;Ship;3;4;241;3;low;F;50;3074;1
2016;4cdc72c837fab5c11b2e35fb2be40ea1;F;Ship;5;5;166;3;medium;F;20;1267;1
2017;a6e7147738c1dc029c160d6f519a2661;D;Ship;3;2;190;3;low;M;37;3315;1
2018;8a259df195e4cf98d96c968037e35f3c;F;Ship;3;1;231;2;low;F;12;2123;1
2019;f6ade1596bdacc3355277345cffd68b2;A;Ship;5;4;206;4;low;F;3;3755;1
2020;4ac64e61485c9377cabbb13e2fdcc851;B;Ship;4;4;212;3;medium;M;50;2073;1
2021;b9c1d9ee4d278ac406fbe1957380c696;C;Ship;3;5;212;3;low;F;2;2456;1
2022;48c56811aca33f13ce1059b538aa47a0;F;Ship;4;5;246;6;low;M;64;2271;1
2023;759a4a703f896a9af70a279a3e2e2615;D;Ship;4;4;264;2;medium;F;12;2203;1
2024;fec734b344cb5b4229f470c7d2e2aba2;F;Ship;3;4;208;2;low;F;37;2537;1
2025;92216d90be4aee83bfc0e59b6daf29b4;A;Ship;3;4;210;3;low;F;7;2878;1
2026;cd2ecfe6a9b6fcc0051551b2e63ff188;B;Ship;3;2;183;3;low;F;44;2896;1
2027;17f54e56325c83e6aff50c97beb777c6;C;Ship;4;2;265;3;low;F;41;3498;1
2028;cb0e3e9b5128b2a08c5e85a212195808;F;Ship;3;5;187;3;low;M;20;2374;1
2029;f3f358f6925dc06f02a1038976fb1525;D;Road;2;4;183;3;low;F;12;3090;1
2030;13636a4231209ac3d31d6c92222998de;F;Road;3;3;176;2;low;F;58;1730;1
2031;d04eb1ab0fcfde9ac8bdc21f72ffa3e1;A;Road;4;5;266;3;medium;M;5;3718;1
2032;69cab34466cf67f22bd94c9fa942fcfa;B;Road;3;2;143;4;medium;F;22;1249;1
2033;0993f83b1526490620fa0fa97d43683e;C;Road;3;4;195;2;medium;F;32;3719;1
2034;2d80fa6ab0b821f8436e8a9253bc8744;F;Road;3;2;264;4;high;F;32;2754;1
2035;c4d4e087c3aa6df0ff965217331bcf65;D;Road;3;5;243;2;medium;M;42;3421;1
2036;ed576ce168f40c7fef38a28f0efdb76c;F;Road;5;2;142;2;low;F;55;1758;1
2037;b0d0e0c51883435b60cbb05d19cb208d;A;Road;4;2;172;2;low;M;23;1019;1
2038;689175087df955a7970cfef3886d4965;B;Road;4;1;280;3;medium;M;2;3366;1
2039;1f133ae18b5d7be21fac6713d9f29f34;C;Road;3;2;254;2;low;M;37;2469;1
2040;86abd474d4cb1ff720afd7be97c7079b;F;Road;5;2;202;3;medium;M;34;3885;1
2041;33b592927ec0b9b5124d0cdf1cbb15df;D;Road;5;3;110;5;low;M;21;1011;1
2042;d313cb4b013801e6788c1beb72ec7276;F;Road;4;4;162;2;medium;M;30;1158;1
2043;1dce29c33da5d46d6fb44b0eeb044e19;A;Road;3;3;183;3;medium;M;21;2585;1
2044;c7f4494e995f2b3607867af1aaeb5748;B;Road;4;2;260;2;low;F;31;2805;1
2045;967f0fdb8b3f32ebbbd1cafa92163fa8;C;Road;3;5;109;5;low;M;27;1581;1
2046;bb65b9076bc2c47cd5b5183106d7dab4;F;Road;3;3;273;4;low;M;12;2151;1
2047;627ea1be25ff3eddda3931493e5ff594;D;Road;5;2;262;6;medium;M;10;3164;1
2048;f6638a04676400db7ed46543d5475580;F;Road;2;4;239;5;low;F;59;2181;1
2049;3ce967727c22a52d9f684921c9aeff27;A;Road;3;2;185;2;high;F;49;3864;1
2050;ee8ae6c02271ad7cf09f242dfec99409;B;Road;4;4;248;3;medium;M;59;2868;1
2051;7db5f3bc65dfebdeddf8b6d14e0bb93f;C;Flight;5;4;180;2;low;M;52;1122;1
2052;7dccc6873676382e599b51ab9ad9b508;F;Flight;4;5;221;3;low;F;43;3561;1
2053;88fe4f90b6eb94a40b5226aa9642da99;D;Flight;3;5;162;2;low;M;28;1948;1
2054;cd2f4e7259c07a874ece85d77dcad5e2;F;Flight;2;5;162;4;medium;M;49;1671;1
2055;51d300351c45d64b57922c1e35680bcb;A;Flight;3;1;145;2;low;M;28;1313;1
2056;f86a067fd206f1e5cd46340888cc64e1;B;Flight;5;3;228;3;medium;F;38;3631;1
2057;9d0a9aa69828250a716cce2cf9cb19a8;C;Flight;3;4;196;3;low;M;47;2447;1
2058;931800d7f968d47638bb771b817efeaa;F;Flight;3;4;254;2;high;M;56;3266;1
2059;5dbbcdab24fe1290caf829d101ee2c8d;D;Flight;5;2;215;2;medium;M;46;3942;1
2060;e5d3a26ad86fd906b3f4830bc0460f39;F;Flight;5;2;265;3;medium;F;33;2734;1
2061;ba66e8dc04da7d36f1f4dd2f1248b88d;A;Flight;3;2;173;3;high;M;60;1582;1
2062;83a744e2311f5559c046ef66b4a9be32;B;Flight;4;2;233;7;medium;M;64;3146;1
2063;bb23e1556a53a94cfb2658cd974be264;C;Flight;4;3;213;2;low;M;27;2034;1
2064;0a75426408af78efecff3f5f889327f6;F;Flight;4;1;124;2;medium;M;22;1714;1
2065;8c6232064e18656bfea9213c33b0ef77;D;Flight;3;4;156;4;medium;F;7;1492;1
2066;405cd88fba636da49f49dc04b10a0fc0;F;Flight;3;1;265;3;medium;M;11;2194;1
2067;c6983c3645ce85e1caac0c565842ca58;A;Flight;3;1;139;3;high;F;6;1269;1
2068;010e18a42dd205238842fa67d5d484a7;B;Flight;2;4;225;10;high;M;46;2690;1
2069;06ee7da78ca5a35987692489faa0e218;C;Flight;5;4;178;7;medium;F;36;1179;1
2070;30239aa2806308dbefb1414d9e6d3fa0;F;Flight;3;4;190;10;medium;F;32;2064;1
2071;09161dddc73ce7b2f6ceece67853d5e3;D;Flight;3;4;272;10;medium;M;63;2455;1
2072;8209854418a851ec9abc93d3c93cbf75;F;Flight;3;1;153;2;medium;F;51;1841;1
2073;fb4f3d90df07144a9f9fa04640ff93ce;A;Ship;3;1;235;10;low;M;7;2991;1
2074;d410a336d2dd4fc428c6ff603b82f8b6;B;Ship;5;1;214;3;low;M;33;2562;1
2075;795e46d99893b6d1de05852d85a96375;C;Ship;3;4;175;2;low;F;2;1072;1
2076;694524a8afce38d61bead4efaa55ca8d;F;Ship;3;1;176;3;low;F;63;1420;1
2077;b3471ff79a3d2edab8a6822905d76e26;D;Ship;3;4;172;10;high;F;23;1875;1
2078;39cbcf804079f86359a9449ad291e946;F;Ship;5;2;195;6;low;M;35;1852;1
2079;e153f0a8cc95cf1195f9005df6bda7cf;A;Ship;3;5;271;4;low;F;10;1679;1
2080;fa96fa335c81fae616f14c5cd13ca54a;B;Ship;5;4;228;3;medium;M;42;3145;1
2081;11216dda40155cd8842d0c1f101d1ab8;C;Ship;3;4;196;3;low;F;52;2129;1
2082;f2bbbda157d756f67bc2de669aeb7bec;F;Ship;3;1;254;2;high;F;60;3590;1
2083;9919dd473fd5b91a4a99b02f2b25e5e4;D;Ship;5;4;215;2;medium;M;34;2713;1
2084;76b684ce1f101f927bd3a0dc84ac75ee;F;Ship;5;5;265;3;medium;M;46;3997;1
2085;414f32b0876e491f9ef425cd8ddfd584;A;Ship;3;2;173;3;high;M;40;1723;1
2086;a25aafdeaea39dba0b1b0a1123d957ac;B;Ship;4;2;233;7;medium;M;56;3925;1
2087;dccf88cf85c1e40c2891b4af7dededd4;C;Ship;4;4;213;2;low;F;27;2938;1
2088;b4bebd871a6229c7ea119600970779f7;F;Ship;4;2;124;2;medium;M;50;1592;1
2089;3553cf602116f2ead527d35a57822c39;D;Ship;3;5;156;4;medium;F;26;1769;1
2090;21e730bc038bcbe6d946eecd86d343c2;F;Ship;3;1;265;3;medium;F;61;3010;1
2091;b391555c8cc9be718b2e3e44591227bc;A;Ship;3;2;139;3;high;F;4;1546;1
2092;527d554d8839eb18e19329e81ceb28f0;B;Ship;2;4;225;10;high;M;56;3384;1
2093;e1408cc4feaf8ebac9da22bccb28f9fa;C;Ship;5;4;178;7;medium;M;52;1824;1
2094;f9ad79da2a9539955b8223ce85e6268b;F;Ship;3;3;190;10;medium;M;4;3062;1
2095;9069db92c464982f9c1c82d668ecd603;D;Ship;3;5;272;10;medium;M;59;2182;1
2096;039f448ec1d2388d1112c7fbddeaa806;F;Ship;3;4;153;2;medium;M;37;1740;1
2097;999829f079b1c0ede0eeb1470b018921;A;Ship;3;1;235;10;low;M;56;2175;1
2098;069d397bc9ea04efc2e4e5423ca0fa44;B;Ship;5;4;214;3;low;M;52;3403;1
2099;07dabb0edfa9d3a347d8b4e045f455d3;C;Ship;3;5;175;2;low;F;40;1460;1
2100;4c17aec2884a1b32403bb5622b490f20;F;Ship;3;2;176;3;low;F;29;1953;1
2101;211468726467d1e9ece587665fc1f1f5;D;Ship;3;1;172;10;high;F;30;1294;1
2102;e304b8f98eefd928901182feb1d1d3d6;F;Ship;5;1;195;6;low;F;29;1039;1
2103;0f6ba37911a827d4cb7b7944699a980c;A;Ship;3;5;164;3;low;M;61;1473;1
2104;6dded8c8eb8e71c7c98121676af51d64;B;Ship;3;1;231;3;medium;F;33;2755;1
2105;1f0b63f41d6e271f170dd1372f6b3032;C;Ship;5;5;248;3;medium;F;9;3873;1
2106;8810d7ffdc995fd1905089cf090f2d5d;F;Ship;4;5;237;2;medium;F;60;3427;1
2107;e23b1329351111b6c65021a92d6bdb07;D;Ship;3;1;111;4;low;F;8;1620;1
2108;7c018b31f123bd83ff0eb4fff4b5181a;F;Ship;5;5;106;5;low;F;46;1275;1
2109;6eb107d896b739ccb94ac255b3814d72;A;Ship;4;2;139;3;low;M;29;1365;1
2110;c164048e89368a2b7745fea0883dab86;B;Ship;4;3;149;2;low;F;58;1657;1
2111;2f7f11ece2b252c82afc1e109ac80b72;C;Ship;4;5;180;3;low;F;24;1513;1
2112;db6b9ab7ddd9b9d37a86b5bed6606380;F;Ship;3;2;212;2;medium;F;65;3776;1
2113;b0cf371f3495a18732a3e199c743dae2;D;Ship;4;2;183;3;low;M;5;3716;1
2114;7010fac121d15c14b2140772113c4f5a;F;Ship;6;4;164;5;low;M;20;1555;1
2115;f6d2616746283de5cd058f89cb922f91;A;Ship;4;1;143;3;medium;F;28;1197;1
2116;9c0d63c19b7e0f894f14413b5725109b;B;Ship;3;3;162;2;medium;M;5;1202;1
2117;9b9c1b20d1a7bf85170aa29cd3cb826a;C;Ship;4;2;202;4;medium;M;56;3098;1
2118;93c58d1e0750fd139519720eaf1aa3f0;F;Ship;3;2;135;2;medium;F;2;1150;1
2119;6727caa7105492ff7a9a9283dd3478f9;D;Ship;3;2;232;2;low;F;58;2054;1
2120;a2db7a96d1d72510cf3cda4d75f6bb46;F;Ship;3;3;218;3;low;M;19;3770;1
2121;e048945bec900d915101eab25a16dd26;A;Ship;5;4;177;2;low;M;14;1735;1
2122;fa73fb6c0fa813339d67b0ab01179c32;B;Ship;4;4;168;2;medium;M;63;1474;1
2123;eb468e4698d5c744e2c66730598fdeaf;C;Ship;3;4;181;2;medium;F;45;3448;1
2124;0cd8815142938f78fc6860c2c1646dcb;F;Ship;3;2;238;2;low;F;29;3728;1
2125;f6abbee2c3c26d27db9c0aefe9ad955d;D;Ship;3;2;250;5;low;F;36;2717;1
2126;c31b7fcbc8517bc40521c107e85ad4f2;F;Ship;3;1;152;2;low;F;25;1848;1
2127;c90d86a69247912a978cb0067674d1ed;A;Ship;4;5;242;4;low;F;35;3215;1
2128;3eb799e8bdb258f49cb4b2f2c951cbb6;B;Ship;3;1;236;2;high;M;2;3949;1
2129;83f503dcb4e56117b5a3d80c4fccd539;C;Ship;4;1;238;4;low;F;22;3950;1
2130;c68decd8181f408375694c4f39b71e78;F;Ship;4;4;165;5;low;M;21;1727;1
2131;5aab9f5a2e97b3b4b65df3f90bda060d;D;Ship;4;2;271;3;medium;M;50;3448;1
2132;167d5aebab7ece735fdebab887a92925;F;Ship;3;3;109;2;medium;M;18;1661;1
2133;f1bf04d33924520d82006705ab405c25;A;Ship;4;1;235;3;high;F;22;3695;1
2134;fa1bbca2dc05df5ca2a539e4e0047b94;B;Ship;3;3;186;3;medium;M;49;2356;1
2135;1e2a731ddbf2e2e39a56e0978db0b3b3;C;Ship;4;1;202;2;low;M;40;2327;1
2136;bc7841d8067f94d592d8bdc111566f7d;F;Ship;3;3;188;4;medium;M;3;3075;1
2137;e774ce4ccff87702a465d08f53f71cbd;D;Ship;5;3;224;2;medium;M;52;3824;1
2138;b7eb02a86dc2b982421461adfb724aba;F;Ship;5;3;239;4;low;M;3;3734;1
2139;93841e0dafb9c884b902d2733bf0263f;A;Ship;2;3;140;2;medium;M;20;1832;1
2140;47cacb5ec14e2a6aa116d36844a572d6;B;Ship;6;3;272;3;low;F;39;2518;1
2141;8849e4266b63d8cdf0cde145cc3cb780;C;Ship;3;3;160;3;medium;F;65;1228;1
2142;468c198d935297386fa5c32fbbec14c4;F;Ship;3;3;261;3;medium;M;14;3479;1
2143;43821911faa35e0aeb69d20c833349f8;D;Ship;3;5;199;3;medium;F;62;3259;1
2144;5d2cd71320b430ffc298dff178670639;F;Ship;3;1;154;2;medium;F;56;1300;1
2145;ea253e31eaafb8b85dba4c1f2571bd4a;A;Ship;3;5;237;3;low;M;55;2451;1
2146;40323e75c18b9863a39440a489b7e367;B;Ship;4;4;181;3;low;M;44;2070;1
2147;8aca0a9872c41926cc61b067df87c942;C;Ship;3;3;133;6;low;F;10;1686;1
2148;1da1bc70260b05ebd842b228250bbd63;F;Ship;3;4;150;3;medium;M;47;1511;1
2149;863f88990284f25c0174bcc6c038d739;D;Ship;6;5;152;3;medium;F;62;1325;1
2150;a2dd1dfdb94fefcecdba470bfeace8b2;F;Ship;6;1;142;5;low;F;30;1464;1
2151;39c2bb5fa09e0c7199898e38a7486486;A;Ship;4;3;214;2;low;M;57;2078;1
2152;b6c6dadca46b523f66cb8e936a0d0951;B;Ship;5;1;155;2;medium;F;40;1024;1
2153;2a5c0bb0f1393bd8ee142238262f778b;C;Ship;4;2;191;2;low;M;11;3985;1
2154;04955092c418800ea502dbc069259433;F;Ship;4;5;133;2;medium;M;39;1106;1
2155;8ae691e4c1cef3e1c6b5b4192a8e00c1;D;Ship;3;3;211;4;high;F;22;2942;1
2156;40f802849d74f152cc9b9dc6adef1dfa;F;Ship;4;3;212;4;low;M;28;2422;1
2157;6b721e1fc8ce11d1c1cec8b877ae8a9c;A;Ship;3;1;150;2;low;M;9;1158;1
2158;df42d34af4d6a7bb17746be296df0566;B;Ship;3;5;208;3;low;F;41;3977;1
2159;69846b298336442974aff317f2f50d44;C;Ship;4;2;157;2;medium;M;15;1724;1
2160;7ab336058c9ddea0f77a3699e41fa72c;F;Ship;4;4;228;3;low;M;60;2715;1
2161;ebe191ca77745b1a6957d7e9eb45fcde;D;Ship;3;4;254;2;medium;F;44;3786;1
2162;0cb045d2cd3c644b0a306450b065a161;F;Ship;4;2;270;2;low;M;65;3599;1
2163;22087640befbd8e0f49ffe255eb512a6;A;Ship;6;2;195;3;medium;M;30;3462;1
2164;699b25206be149395bdfee17d405acdf;B;Ship;4;5;193;4;low;M;33;2173;1
2165;b4eed559d213219015764a6f3c673f58;C;Ship;5;4;165;3;medium;F;48;1240;1
2166;5ed8d2b257b4a73b28c8076da7493ba2;F;Road;3;1;177;2;low;M;38;1099;1
2167;7677e488f1fada9f4946349fe298c409;D;Road;3;4;244;3;low;F;46;2844;1
2168;85d9f764da30a735bf30dc4494398c30;F;Road;3;2;151;2;low;M;26;1793;1
2169;b30236dccf9c152bcf1000a0a697defe;A;Road;3;1;164;2;low;M;2;1104;1
2170;9798ba508bf780ea42c3ca875935c751;B;Road;5;1;165;3;low;F;37;1228;1
2171;ac7f466c5942c48d5ab275c7c5f8e240;C;Road;3;4;256;2;medium;M;55;2247;1
2172;7f13d11a5f3e775c7f9647269912e67e;F;Road;4;4;150;4;low;M;5;1263;1
2173;cf5b9debdee9a0026c8b8e784e6b3929;D;Road;2;3;255;3;low;M;27;3484;1
2174;a061473e1b146bd8eae72570f3cfe8ff;F;Road;4;3;268;3;medium;F;23;2996;1
2175;4ca120b479469d379fc383df57416eff;A;Road;3;5;166;3;low;F;1;1366;1
2176;0210996bd9962725d2841c98c67ee07c;B;Road;3;5;230;3;low;F;49;3477;1
2177;c1407449abcb304afb49177f589c2d52;C;Road;4;3;163;3;low;F;45;1395;1
2178;88df9176a70ef32bed4e9cdfc4395428;F;Road;4;4;139;3;high;F;64;1415;1
2179;889e0bd6f5e2fe841c20b0598fd47c71;D;Road;3;5;161;3;medium;F;10;1978;1
2180;0836aeba54f38bf6812d64804818b600;F;Road;6;2;181;4;high;F;6;3003;1
2181;cedf1a509da48bcde833fa5daa78ebfa;A;Road;4;1;242;3;high;M;47;3489;1
2182;eb33ceeba195e1b7b2df5eaf42ecd03e;B;Road;3;3;151;3;low;F;24;1139;1
2183;2da54e06187672e2afba8d21979c314e;C;Road;3;4;167;3;medium;M;50;1068;1
2184;1badb8850b3b50031d80e0fb90bf929b;F;Road;3;2;257;3;low;F;25;2334;1
2185;1a986c3a6f2b1750c67d5d06a5a36c7e;D;Road;3;2;204;2;medium;F;35;2090;1
2186;25d6bb176deba2ddaa88e497ae584ec4;F;Road;5;3;219;3;low;M;1;2027;1
2187;ef0d2093b920bb26b02b595d836b64b1;A;Road;3;4;202;3;medium;M;28;3707;1
2188;4664a2a28ffd310609afaabd7a1eeeb5;B;Flight;4;5;155;2;medium;M;41;1367;1
2189;03352df097bd76916a68af50d7bb4e18;C;Flight;3;3;183;3;high;F;6;3364;1
2190;1620d47678cabbd85b962be7688f5b05;F;Flight;5;1;184;3;low;F;19;2625;1
2191;f082df78b1a1f19fb6502fee338fb903;D;Flight;4;5;230;2;low;F;38;2890;1
2192;55b36bca7b34bdb19a5c4ec8c0415144;F;Flight;4;2;139;4;low;F;41;1511;1
2193;3e6014ff035fe2511855bfd9b087687f;A;Flight;4;4;252;3;medium;F;7;2477;1
2194;3dc624fe74067796c915c836524abf3c;B;Flight;3;2;272;3;medium;F;40;3766;1
2195;cd041984679cb9e226991b3da821b9ba;C;Flight;3;2;134;3;low;F;20;1391;1
2196;7103602491ead39d7d0cc6cb24cab29e;F;Flight;3;5;169;3;medium;M;13;1934;1
2197;38d72862749862aa015ac7f52b74fe6f;D;Flight;4;2;214;2;low;M;49;3416;1
2198;ffba4791d61c661c68bb01a2efcf2249;F;Flight;3;3;163;3;medium;F;65;1614;1
2199;23cc6fae7c7e8d489417c54c4bc3b288;A;Flight;4;2;150;3;low;F;48;1193;1
2200;4f5543bdfc13aa3d1a4feb5edbbe2712;B;Flight;5;5;216;2;high;M;33;3202;1
2201;fe49bbd1480923bc0c9c68c2f5c5bd29;C;Flight;5;2;116;5;high;F;56;1130;1
2202;2d7cc8ee10d743ba863c43652745def1;F;Flight;3;4;144;2;low;F;33;1811;1
2203;3784e579487e6dd8192eed507e2aef5f;D;Flight;5;3;266;3;low;F;19;2508;1
